,tot_credit_debt,avg_card_debt,credit_age,credit_good_age,card_age,non_mtg_acc_past_due_12_months_num,non_mtg_acc_past_due_6_months_num,mortgages_past_due_6_months_num,credit_past_due_amount,inq_12_month_num,card_inq_24_month_num,card_open_36_month_num,auto_open_ 36_month_num,uti_card,uti_50plus_pct,uti_max_credit_line,uti_card_50plus_pct,ind_acc_XYZ,rep_income,States,Default_ind
27,88024.69,13723.45,245.0,157.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612025375920072,0.4807629857917643,0.519759183326594,0.6248226513325338,0.0,99000.0,0,0.0
28,76313.41,12878.03,313.0,134.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125271098178878,0.3785641196520768,0.4924059068352106,0.347661648228237,0.0,69000.0,1,0.0
29,114250.46,14996.75,276.0,130.0,273.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.6825382893237932,0.6246249844784959,0.6811138888447369,0.7175337431263559,0.0,66000.0,4,0.0
30,73852.0,9702.32,258.0,127.0,245.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.6290453859711382,0.5326752355764809,0.6087221156517507,0.724161045480666,1.0,105000.0,3,0.0
31,109657.86,16254.71,287.0,160.0,283.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,0.0,0.4444248946876603,0.4603854724012154,0.333129145828239,0.48959397997021037,0.0,84000.0,4,0.0
32,121902.49,18541.04,283.0,147.0,256.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.4658106666569896,0.6170338423636197,0.4138239962307591,0.4210167094048167,1.0,59000.0,0,0.0
34,73917.26,10889.24,224.0,109.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3917120356684827,0.5679694743055195,0.4254313184837556,0.3477800199979349,0.0,91000.0,1,0.0
35,102797.32,15883.31,228.0,77.0,178.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.6863934072660174,0.608549580326435,0.5060351579089141,0.6933542114978091,0.0,88000.0,2,0.0
36,84927.84,14765.73,295.0,137.0,244.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.4070078298901558,0.4229523417282454,0.3583058596776878,0.4414230648171658,0.0,93000.0,4,1.0
37,127729.49,15793.63,444.0,208.0,402.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4912729674648418,0.3230926164237911,0.5885683297520787,0.5407999811972782,1.0,76000.0,0,0.0
38,118944.76,14108.57,183.0,89.0,181.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.6372921642606117,0.6680102501040738,0.7515523137953176,0.5440574308862889,0.0,90000.0,0,0.0
40,91272.46,14387.17,385.0,168.0,337.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.682054420168984,0.4543859284755974,0.6914294917777866,0.6509962348400149,0.0,80000.0,6,0.0
41,116103.42,15152.05,391.0,227.0,327.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.539937001894834,0.640780938355346,0.5871513244518078,0.5536745761408581,1.0,85000.0,5,0.0
42,91278.52,13476.59,298.0,124.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3569421734052521,0.3326174874812583,0.397679561946086,0.3704294429342172,0.0,60000.0,5,0.0
43,117905.13,16105.72,308.0,173.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4128414253093341,0.4520011751165209,0.4560700550660319,0.346095306573075,0.0,91000.0,2,0.0
44,135001.22,14302.23,354.0,252.0,278.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.4055739952952101,0.4528972393632778,0.3597573417113331,0.48959397997021037,0.0,69000.0,1,0.0
46,127211.39,18473.29,285.0,135.0,271.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.5749954057295452,0.5625881733287578,0.6357872880227697,0.4937259971194667,0.0,88000.0,5,0.0
47,112557.62,17673.27,217.0,97.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7461683212512393,0.6506339223343233,0.6844805544863438,0.48959397997021037,0.0,92000.0,0,0.0
48,46895.09,7914.82,288.0,126.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201709939925457,0.4510139207209553,0.5329578862538478,0.4048115952257309,0.0,71000.0,6,0.0
49,92654.65,11787.95,292.0,152.0,276.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5125120776914327,0.4664457204934484,0.4895258562325163,0.5472575065525732,0.0,70000.0,5,0.0
50,91158.23,14561.22,221.0,131.0,200.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.5387231642252703,0.3874882378755377,0.4988838334298844,0.4727043658881415,0.0,85000.0,4,0.0
51,105296.1,14012.93,186.0,101.0,182.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.3571877689153082,0.3774490389430036,0.3657305665335555,0.48959397997021037,0.0,71000.0,3,0.0
52,103615.95,12361.06,310.0,164.0,282.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.5558293286443361,0.538800068726109,0.5486985753134198,0.5357658195836463,1.0,60000.0,0,0.0
53,98563.51,14855.41,304.0,140.0,304.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.5165526541147097,0.430180060527238,0.4515327824988806,0.48959397997021037,1.0,74000.0,2,0.0
54,136550.87,19409.07,285.0,165.0,250.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5076547587763043,0.5635001246784914,0.5804801987449386,0.5140849128458626,0.0,83000.0,1,0.0
55,86961.27,12168.8,331.0,147.0,261.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4475090312058949,0.497834280677854,0.4863743457536787,0.5089359498216012,1.0,87000.0,0,0.0
56,59213.62,10139.34,321.0,158.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6431155669930975,0.5608099722572165,0.5256140496794938,0.6629796429209753,0.0,79000.0,1,0.0
57,112476.2,14696.4,250.0,139.0,228.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.6210248117886787,0.6509003374847591,0.5163799092557758,0.5951604713048086,1.0,30000.0,0,0.0
58,98345.82,10740.89,298.0,173.0,265.0,2.0,0.0,1.0,9264.05,0.0,0.0,0.0,0.0,0.6754322725852799,0.5960170080306026,0.5932886553235562,0.6805533043041487,1.0,87000.0,2,1.0
60,90494.93,15376.53,321.0,148.0,317.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.611243421678002,0.6793117181264379,0.5818889437819649,0.5843664149673787,0.0,64000.0,2,0.0
61,121732.78,16255.24,331.0,178.0,317.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.4346457205927628,0.4770775438634098,0.5782314099778245,0.4053841442209785,1.0,90000.0,3,0.0
62,97603.18,15314.72,353.0,170.0,340.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.4640224955824201,0.4436358187267064,0.4911010797200333,0.4345380267657293,1.0,83000.0,5,0.0
64,43762.6,8989.75,204.0,116.0,204.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.5031195738344842,0.4319554229786349,0.4567252275660468,0.5841324449802849,0.0,83000.0,1,0.0
65,93438.23,13448.12,392.0,182.0,337.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.4128888200913509,0.4822629754830939,0.3791213403636332,0.48959397997021037,1.0,79000.0,1,0.0
66,82380.89,11635.48,402.0,207.0,343.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.4741726749759462,0.4610648391358949,0.5319343923142775,0.48959397997021037,0.0,67000.0,0,0.0
67,111340.94,13623.25,297.0,152.0,289.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.4922348560603883,0.4532200215110622,0.4948711879892392,0.4443104050520429,1.0,77000.0,0,0.0
68,145647.93,17877.56,242.0,114.0,217.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4852372861922815,0.5508163151557164,0.5367043633966714,0.48959397997021037,0.0,93000.0,2,0.0
69,93183.63,12733.33,315.0,184.0,264.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,1.0,0.393462286555683,0.393645655248446,0.3312556829287778,0.3605769083596304,0.0,56000.0,4,0.0
70,76293.65,11023.85,374.0,200.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636881970323001,0.6188310168456611,0.5759970503179112,0.5828099121005319,1.0,67000.0,6,0.0
71,75003.97,11045.54,275.0,135.0,270.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.3036449634436334,0.3543083452735449,0.4179525439111719,0.48959397997021037,0.0,101000.0,0,0.0
72,74548.23,11946.13,335.0,141.0,304.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.4254790266511925,0.3214260718397509,0.5461520424583145,0.368063253524125,1.0,85000.0,5,0.0
73,105160.84,17247.96,199.0,97.0,179.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.460317612457383,0.5676372660775584,0.440693451641566,0.3733839211739451,0.0,86000.0,6,0.0
74,112143.08,11965.19,296.0,155.0,238.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.4252207393015574,0.4845350357076057,0.4342803657562194,0.2869564740159065,0.0,62000.0,3,0.0
75,89764.37,14795.4,281.0,181.0,267.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.351959823852692,0.4442152571101497,0.3879303861138533,0.3869661171411762,0.0,81000.0,4,0.0
76,58045.76,12127.52,289.0,109.0,256.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.4987918124208474,0.5342051773601241,0.5420376492905934,0.5018730992067524,0.0,70000.0,6,0.0
77,107170.85,13462.2,257.0,167.0,250.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.5335840599525324,0.5648005577266632,0.6374026630737238,0.4374969740154951,0.0,67000.0,5,0.0
78,84023.45,10132.86,305.0,125.0,282.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,0.5661632632073299,0.5270407989291507,0.5761469707837789,0.4459929516185786,0.0,106000.0,3,0.0
79,93293.37,10663.6,296.0,148.0,271.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.3875173561335808,0.3187403156444822,0.420225518492709,0.4499969022038994,0.0,86000.0,5,0.0
80,72811.17,10865.38,330.0,167.0,313.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4023550778349468,0.3131063229938407,0.5762064318979387,0.3661338032659154,1.0,78000.0,0,0.0
81,102851.37,15446.47,244.0,87.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4851201497177432,0.3950712290708441,0.5771204452920629,0.4591973548853899,0.0,105000.0,4,0.0
82,95168.96,11437.88,366.0,159.0,364.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.519178157299825,0.5709900705060763,0.3930367322563864,0.5582179159849208,0.0,75000.0,4,0.0
84,105680.24,13812.74,238.0,119.0,203.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.5910237529734546,0.5273850379354393,0.7187647289072353,0.5755711296123049,0.0,68000.0,4,0.0
85,79791.8,5871.48,275.0,163.0,216.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.6788405293336759,0.6206820284729442,0.724844567606759,0.6988998370388042,0.0,77000.0,5,1.0
86,113118.78,14865.06,272.0,134.0,255.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.4596300400974972,0.4872102790971946,0.3994695789423063,0.5287967681786053,0.0,74000.0,6,0.0
87,110202.85,15593.68,299.0,166.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4794646629161473,0.48884879370304,0.5611723165208802,0.445520796936135,0.0,73000.0,1,0.0
88,87081.65,10411.64,350.0,156.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671525548705949,0.442431112997878,0.6041632836244615,0.5325547427731636,0.0,90000.0,0,0.0
89,75854.94,12649.74,325.0,140.0,280.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.6436185789257792,0.5976345315980893,0.5929935904689189,0.5504405386862035,0.0,61000.0,3,0.0
90,98872.44,12653.31,240.0,165.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429995977155571,0.3619763447122782,0.3651331180615284,0.4565918633933064,0.0,82000.0,5,0.0
91,88157.84,14479.6,391.0,193.0,342.0,2.0,0.0,1.0,11497.37,1.0,5.0,0.0,0.0,0.5396935412244517,0.5522359600151343,0.5898103270485745,0.6055190957367985,0.0,77000.0,3,0.0
92,90780.38,14026.2,222.0,111.0,208.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.6150919043421124,0.5160248555211254,0.6402210454867253,0.6265447801304962,0.0,110000.0,6,0.0
93,94515.26,12959.2,233.0,117.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798490116129988,0.6194799633958792,0.6236986754302702,0.675840185035083,0.0,81000.0,2,0.0
94,72054.29,13002.95,343.0,174.0,268.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4842355102374579,0.442692258509123,0.5526895348501276,0.5243333102444592,0.0,54000.0,1,0.0
95,113726.54,13259.11,330.0,168.0,330.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.5286872884859665,0.5516213433656325,0.5422892580538311,0.5759442111627893,0.0,79000.0,6,0.0
96,130334.68,15932.08,226.0,134.0,190.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.1175401041140044,0.3581494705945279,0.2377729499624329,0.0,0.0,57000.0,1,0.0
97,107341.75,11325.62,303.0,144.0,251.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.5289386615864899,0.4751417740673236,0.4314797518499742,0.48959397997021037,0.0,58000.0,0,0.0
98,99772.56,14253.09,371.0,205.0,366.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.416796131627975,0.4686695251389598,0.4862118301014422,0.4967057088914297,0.0,79000.0,1,0.0
99,124707.47,16761.57,527.0,252.0,484.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.6469051080709531,0.5387035202704251,0.5301295987962862,0.5175674897598634,1.0,98000.0,3,0.0
100,89405.25,11431.66,337.0,188.0,297.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.4758436042131194,0.4560665597373242,0.465479934144888,0.5326350198284248,1.0,67000.0,2,0.0
101,136726.88,18433.71,252.0,98.0,227.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6895443240383249,0.6273173592545084,0.6101617952566347,0.48959397997021037,0.0,75000.0,6,0.0
102,82040.8,10440.8,273.0,168.0,273.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.6011968215646792,0.6303187971413398,0.5991804570726104,0.5926320213380466,1.0,88000.0,5,0.0
103,82090.32,9972.81,347.0,165.0,314.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.4701149456335236,0.6590579704002199,0.5814921044301286,0.48959397997021037,1.0,95000.0,4,0.0
105,59565.46,14499.8,324.0,176.0,294.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.5391746458380757,0.5248925899873321,0.5593511471193452,0.572462185380184,0.0,97000.0,2,0.0
106,100913.04,15653.42,286.0,112.0,262.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.4760231603463839,0.6393243441738541,0.3378736696375732,0.4551490169693419,1.0,83000.0,4,0.0
108,124487.62,17118.12,265.0,123.0,261.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3720991741042831,0.346274102190745,0.4002631078399407,0.3674016969100042,0.0,96000.0,3,0.0
109,133904.62,14627.11,537.0,240.0,516.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6218389454844747,0.5439747248449123,0.6499563251491315,0.48959397997021037,0.0,99000.0,1,0.0
110,108629.55,14984.91,277.0,133.0,262.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6951126322384734,0.5406749290912746,0.5952840804676172,0.6630948355205534,0.0,49000.0,4,0.0
111,66534.48,10701.44,347.0,140.0,322.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.5500421915856891,0.4031730421426617,0.68620813299461,0.48959397997021037,0.0,71000.0,1,0.0
112,92166.45,13704.45,365.0,175.0,284.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4209008945692268,0.3553505975723577,0.4531525780739669,0.4465156887756811,0.0,93000.0,6,0.0
113,39811.47,8046.77,210.0,125.0,195.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,0.248885564773944,0.3481889824304824,0.3537053101668315,0.2380256667136457,1.0,56000.0,5,0.0
114,85390.32,8953.89,214.0,56.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4204199713979029,0.4172049895726739,0.3195138205584897,0.3313621431465296,0.0,82000.0,0,0.0
115,156148.97,19684.63,383.0,164.0,327.0,2.0,1.0,1.0,10114.84,0.0,3.0,1.0,1.0,0.5057736393113933,0.5842881733654436,0.5778439911237911,0.5012429754728711,0.0,91000.0,6,1.0
116,111131.46,17821.01,251.0,138.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334358455254681,0.3328293410312422,0.3373912701532948,0.2008908294921909,1.0,93000.0,2,0.0
117,57639.03,9845.36,343.0,184.0,278.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.5353572004202661,0.6305730093154415,0.5250246506910358,0.48959397997021037,0.0,82000.0,6,0.0
119,66763.41,9707.11,316.0,193.0,310.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3060291701088225,0.4872790159164405,0.3630171729014895,0.3602496211253274,0.0,33000.0,5,0.0
120,110162.14,18769.08,328.0,145.0,316.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.4154916995560418,0.5604634899764112,0.4700291313337337,0.4278288527408677,0.0,66000.0,0,0.0
121,106891.52,14867.1,222.0,132.0,207.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.492838411523415,0.6462011469804223,0.4748044650799699,0.5003862571240145,0.0,104000.0,6,0.0
122,97585.01,16018.01,274.0,139.0,259.0,3.0,1.0,1.0,13042.2,1.0,1.0,0.0,0.0,0.4742483463082209,0.5353059785258569,0.6118465494991073,0.4338224523543042,1.0,71000.0,1,0.0
123,75322.19,10263.61,208.0,139.0,197.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.6319760570265665,0.6083492635455979,0.6522745143042413,0.6979266504252288,0.0,95000.0,3,0.0
124,62388.56,11999.81,319.0,157.0,301.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5220666866471784,0.5974883371571509,0.5943386726570518,0.4468727418338845,1.0,86000.0,2,0.0
125,106445.18,15087.87,319.0,172.0,291.0,4.0,2.0,1.0,28644.74,2.0,3.0,0.0,0.0,0.4835154291822774,0.6803399768532734,0.4366297160876266,0.4367388092274127,0.0,120000.0,1,1.0
126,92670.24,15497.59,277.0,165.0,275.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.6412479114861724,0.5765128047658492,0.6494126422491558,0.6609618422134483,0.0,78000.0,2,0.0
127,81620.18,10088.39,392.0,204.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6336834152889027,0.5341116874356587,0.7003395569277946,0.48959397997021037,0.0,81000.0,3,0.0
128,117871.69,13388.85,244.0,130.0,214.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.392454579747707,0.3009104227707924,0.5249678367038568,0.434122728607519,0.0,72000.0,2,0.0
129,137949.56,17151.92,293.0,115.0,247.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.2827053130708754,0.4476918077598569,0.3514769228785786,0.2186360109870523,0.0,73000.0,1,0.0
130,78540.9,12391.3,271.0,158.0,259.0,1.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.5330213019893266,0.4172571516353076,0.5220630052719588,0.4859713495807395,1.0,72000.0,1,1.0
132,122946.47,16461.9,274.0,148.0,209.0,2.0,1.0,1.0,7170.78,2.0,6.0,0.0,0.0,0.6410899312590888,0.6755839789920205,0.5458759438689486,0.48959397997021037,0.0,87000.0,4,1.0
133,80483.22,13063.66,259.0,190.0,237.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.4382694845916839,0.5196777084805096,0.5285778078747905,0.4666640417163066,0.0,64000.0,1,0.0
134,111856.74,14887.5,338.0,184.0,332.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.2964062850117619,0.3046560921174115,0.5501328468707468,0.3110444748052978,1.0,91000.0,5,0.0
135,143451.84,17407.08,149.0,109.0,118.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.5786296909548483,0.5964309724463895,0.6168032912413647,0.6127145414862986,1.0,58000.0,1,0.0
136,87570.78,12540.68,399.0,184.0,321.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.4196393831699049,0.3424899227336093,0.4694626698157893,0.509947462101452,0.0,90000.0,6,0.0
137,127593.57,13459.48,408.0,182.0,401.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.2489434788212238,0.2733032713684118,0.358638215476964,0.2109201159038332,0.0,78000.0,6,0.0
138,72025.1,12409.19,274.0,170.0,267.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.4758433536132346,0.605976772194247,0.623649640844234,0.48959397997021037,0.0,69000.0,2,0.0
